chr1	x1	x2	chr2	y1	y2	color	o	e_bl	e_donut	e_h	e_v	fdr_bl	fdr_donut	fdr_h	fdr_v	num_collapsed	centroid1	centroid2	radius
2	143790000	143800000	2	144010000	144020000	255,255,0	107	54.9181	48.0146	55.2358	51.0629	7.29492396449e-05	2.23399225966e-09	0.000102371860696	0.000103903371628	1	143795000	144015000	0
2	222920000	222930000	2	223170000	223180000	255,255,0	107	54.8011	51.1822	58.7336	48.3683	7.29492396449e-05	7.20307066867e-05	0.000102371860696	3.94913298364e-09	2	222925000	223170000	5000.0
2	224850000	224860000	2	225150000	225160000	255,255,0	107	38.096	33.0899	43.1346	38.9559	5.3664928977e-15	5.28062017514e-15	3.87661020695e-09	3.94913298364e-09	8	224848750	225148750	17410.4853465
1	53950000	53960000	1	54210000	54220000	255,255,0	107	54.9742	50.9388	58.8374	53.8905	7.29492396449e-05	7.20307066867e-05	0.000102371860696	0.000103903371628	2	53955000	54220000	5000.0
22	33700000	33710000	22	34310000	34320000	255,255,0	106	39.9751	39.6949	47.5165	47.2233	4.94028549246e-09	4.51336240129e-09	7.67077699415e-09	7.95115746065e-09	2	33700000	34315000	5000.0
19	9240000	9250000	19	9900000	9910000	255,255,0	106	43.9501	34.9151	42.5281	36.0147	4.94028549246e-09	1.33407338582e-14	7.67077699415e-09	2.37033285135e-14	3	9248333	9898333	13743.6854187
19	32840000	32850000	19	33070000	33080000	255,255,0	106	48.1593	51.1052	51.5591	60.5905	4.94028549246e-09	0.000116249937318	0.000163989763327	0.000166519947422	6	32833333	33065000	15365.9074288
18	5870000	5880000	18	6510000	6520000	255,255,0	106	47.9754	42.2709	55.8938	43.8692	4.94028549246e-09	4.51336240129e-09	0.000163989763327	7.95115746065e-09	5	5875000	6517000	12806.2484749
18	23880000	23890000	18	24220000	24230000	255,255,0	106	46.8535	41.8744	46.6414	52.2679	4.94028549246e-09	4.51336240129e-09	7.67077699415e-09	0.000166519947422	4	23887500	24225000	10307.764064
18	44740000	44750000	18	45270000	45280000	255,255,0	106	28.1716	27.7029	31.3477	32.9821	3.51616744655e-21	4.12648925517e-21	2.5974073621e-14	2.37033285135e-14	6	44743333	45276666	11785.1130198
17	78400000	78410000	17	79070000	79080000	255,255,0	106	56.7833	48.2678	58.826	51.7158	0.000116819098749	4.51336240129e-09	0.000163989763327	0.000166519947422	2	78400000	79075000	5000.0
16	14010000	14020000	16	14610000	14620000	255,255,0	106	48.2573	41.2996	56.2559	41.8354	4.94028549246e-09	4.51336240129e-09	0.000163989763327	7.95115746065e-09	2	14015000	14620000	5000.0
13	44620000	44630000	13	45000000	45010000	255,255,0	106	38.3642	42.6607	50.5967	47.8636	1.35531396449e-14	4.51336240129e-09	0.000163989763327	7.95115746065e-09	5	44625000	45015000	10000.0
12	55240000	55250000	12	55460000	55470000	255,255,0	106	38.0735	48.4488	51.3507	53.3796	1.35531396449e-14	4.51336240129e-09	0.000163989763327	0.000166519947422	1	55245000	55465000	0
12	76030000	76040000	12	76420000	76430000	255,255,0	106	50.7946	49.6915	57.0568	60.3397	0.000116819098749	0.000116249937318	0.000163989763327	0.000166519947422	1	76035000	76425000	0
11	26310000	26320000	11	26670000	26680000	255,255,0	106	31.743	32.0766	38.7761	41.8605	1.35531396449e-14	1.33407338582e-14	2.5974073621e-14	7.95115746065e-09	4	26317500	26675000	10307.764064
10	62890000	62900000	10	63040000	63050000	255,255,0	106	48.3433	48.5204	49.6765	44.619	4.94028549246e-09	4.51336240129e-09	0.000163989763327	7.95115746065e-09	3	62898333	63041666	7453.559925
8	8600000	8610000	8	9000000	9010000	255,255,0	106	41.3755	39.8338	40.4023	48.1833	4.94028549246e-09	4.51336240129e-09	7.67077699415e-09	7.95115746065e-09	1	8605000	9005000	0
8	101960000	101970000	8	102210000	102220000	255,255,0	106	44.3218	43.961	48.9364	46.9103	4.94028549246e-09	4.51336240129e-09	0.000163989763327	7.95115746065e-09	1	101965000	102215000	0
8	119290000	119300000	8	119510000	119520000	255,255,0	106	40.0218	38.7705	44.0632	38.6802	4.94028549246e-09	1.33407338582e-14	7.67077699415e-09	2.37033285135e-14	2	119295000	119520000	5000.0
8	128740000	128750000	8	129330000	129340000	255,255,0	106	57.6219	47.8379	56.1033	51.7614	0.000116819098749	4.51336240129e-09	0.000163989763327	0.000166519947422	3	128755000	129335000	10000.0
7	31480000	31490000	7	31770000	31780000	255,255,0	106	29.9244	27.9839	33.1421	35.8361	3.51616744655e-21	4.12648925517e-21	2.5974073621e-14	2.37033285135e-14	2	31485000	31780000	5000.0
5	73330000	73340000	5	73930000	73940000	255,255,0	106	36.3633	45.7537	47.6547	53.242	1.35531396449e-14	4.51336240129e-09	7.67077699415e-09	0.000166519947422	2	73330000	73935000	5000.0
5	78850000	78860000	5	79150000	79160000	255,255,0	106	28.8444	30.3469	36.3076	36.4241	3.51616744655e-21	4.12648925517e-21	2.5974073621e-14	2.37033285135e-14	6	78853333	79153333	11785.1130198
5	134890000	134900000	5	135150000	135160000	255,255,0	106	48.0191	48.6373	51.3366	57.6044	4.94028549246e-09	4.51336240129e-09	0.000163989763327	0.000166519947422	4	134897500	135165000	10307.764064
5	156750000	156760000	5	157160000	157170000	255,255,0	106	58.4974	46.2808	49.1673	60.9288	0.000116819098749	4.51336240129e-09	0.000163989763327	0.000166519947422	1	156755000	157165000	0
4	4480000	4490000	4	4880000	4890000	255,255,0	106	44.4082	40.1572	49.8871	45.1193	4.94028549246e-09	4.51336240129e-09	0.000163989763327	7.95115746065e-09	9	4489444	4877222	19782.7709053
4	41280000	41290000	4	41650000	41660000	255,255,0	106	35.979	37.4824	47.6943	43.3696	1.35531396449e-14	1.33407338582e-14	7.67077699415e-09	7.95115746065e-09	5	41283000	41661000	16124.5154966
4	111260000	111270000	4	111420000	111430000	255,255,0	106	41.3238	47.7035	50.2963	60.764	4.94028549246e-09	4.51336240129e-09	0.000163989763327	0.000166519947422	1	111265000	111425000	0
3	46750000	46760000	3	47410000	47420000	255,255,0	106	50.1589	43.4099	52.1135	50.9229	0.000116819098749	4.51336240129e-09	0.000163989763327	0.000166519947422	3	46751666	47411666	7453.559925
3	121260000	121270000	3	122070000	122080000	255,255,0	106	44.8464	37.4221	57.9159	37.6532	4.94028549246e-09	1.33407338582e-14	0.000163989763327	2.37033285135e-14	3	121265000	122088333	16666.6666667
3	160420000	160430000	3	160650000	160660000	255,255,0	106	39.2814	38.2832	41.1194	48.3958	4.94028549246e-09	1.33407338582e-14	7.67077699415e-09	7.95115746065e-09	4	160422500	160657500	17677.6695297
2	36570000	36580000	2	36890000	36900000	255,255,0	106	36.9656	33.1512	37.3909	36.5691	1.35531396449e-14	1.33407338582e-14	2.5974073621e-14	2.37033285135e-14	4	36580000	36887500	13462.9120178
2	47560000	47570000	2	47990000	48000000	255,255,0	106	44.2659	39.1128	41.6504	59.918	4.94028549246e-09	4.51336240129e-09	7.67077699415e-09	0.000166519947422	1	47565000	47995000	0
2	72150000	72160000	2	72370000	72380000	255,255,0	106	46.4539	47.7146	54.0239	50.6086	4.94028549246e-09	4.51336240129e-09	0.000163989763327	0.000166519947422	1	72155000	72375000	0
2	147840000	147850000	2	148660000	148670000	255,255,0	106	25.2164	31.6904	30.6918	54.1265	3.51616744655e-21	1.33407338582e-14	5.86495360922e-21	0.000166519947422	4	147830000	148665000	15000.0
2	233710000	233720000	2	234160000	234170000	255,255,0	106	44.8815	48.3635	56.6299	54.5554	4.94028549246e-09	4.51336240129e-09	0.000163989763327	0.000166519947422	1	233715000	234165000	0
1	29110000	29120000	1	29360000	29370000	255,255,0	106	49.3196	52.0706	58.7949	60.095	0.000116819098749	0.000116249937318	0.000163989763327	0.000166519947422	2	29115000	29360000	5000.0
1	161760000	161770000	1	162000000	162010000	255,255,0	106	31.3762	25.7336	31.1682	34.8341	1.35531396449e-14	4.12648925517e-21	2.5974073621e-14	2.37033285135e-14	6	161763333	162003333	11785.1130198
X	22000000	22010000	X	22200000	22210000	255,255,0	106	36.1673	33.2066	42.4754	39.4519	1.35531396449e-14	1.33407338582e-14	7.67077699415e-09	7.95115746065e-09	4	22010000	22210000	7071.06781187
X	152120000	152130000	X	152930000	152940000	255,255,0	106	43.522	36.2904	47.5863	38.2073	4.94028549246e-09	1.33407338582e-14	7.67077699415e-09	2.37033285135e-14	6	152123333	152928333	13437.0962472
22	29250000	29260000	22	29640000	29650000	255,255,0	105	44.4582	41.1221	40.2097	48.4835	9.8554130926e-09	8.95768038111e-09	1.51525322732e-08	1.55079903388e-08	1	29255000	29645000	0
22	50310000	50320000	22	50630000	50640000	255,255,0	105	54.442	48.8119	58.3156	58.5611	0.000183845404538	8.95768038111e-09	0.00025729874125	0.000262046245187	1	50315000	50635000	0
20	13800000	13810000	20	14030000	14040000	255,255,0	105	33.2709	26.3251	32.3802	32.7795	3.35059704607e-14	1.31713227893e-20	6.56086992247e-14	6.01106785459e-14	5	13805000	14035000	10000.0
19	56580000	56590000	19	56840000	56850000	255,255,0	105	42.2128	35.019	41.3951	41.0976	9.8554130926e-09	3.32388447365e-14	1.51525322732e-08	1.55079903388e-08	2	56585000	56850000	5000.0
17	79110000	79120000	17	79210000	79220000	255,255,0	105	49.0543	47.8061	56.0294	46.1345	0.000183845404538	8.95768038111e-09	0.00025729874125	1.55079903388e-08	1	79115000	79215000	0
16	85850000	85860000	16	86550000	86560000	255,255,0	105	22.5251	26.5944	29.8512	39.2722	3.47917055846e-28	1.31713227893e-20	1.9017378428e-20	1.55079903388e-08	3	85851666	86551666	7453.559925
15	85860000	85870000	15	86240000	86250000	255,255,0	105	46.9838	49.4236	51.0492	51.9003	9.8554130926e-09	0.000185186270526	0.00025729874125	0.000262046245187	3	85861666	86248333	7453.559925
14	101310000	101320000	14	102090000	102100000	255,255,0	105	37.7379	37.013	45.4863	40.4615	3.35059704607e-14	3.32388447365e-14	1.51525322732e-08	1.55079903388e-08	1	101315000	102095000	0
12	76470000	76480000	12	76740000	76750000	255,255,0	105	48.9399	48.6091	48.0227	60.4434	0.000183845404538	8.95768038111e-09	1.51525322732e-08	0.000262046245187	2	76470000	76745000	5000.0
12	99780000	99790000	12	100010000	100020000	255,255,0	105	46.6652	51.8286	59.572	55.837	9.8554130926e-09	0.000185186270526	0.00025729874125	0.000262046245187	2	99785000	100010000	5000.0
11	43590000	43600000	11	43870000	43880000	255,255,0	105	55.9884	50.191	49.2905	61.1878	0.000183845404538	0.000185186270526	0.00025729874125	0.000262046245187	1	43595000	43875000	0
11	74160000	74170000	11	74430000	74440000	255,255,0	105	50.0007	49.0615	48.0063	60.4429	0.000183845404538	0.000185186270526	1.51525322732e-08	0.000262046245187	1	74165000	74435000	0
11	75600000	75610000	11	76020000	76030000	255,255,0	105	39.117	42.9707	53.0426	46.566	9.8554130926e-09	8.95768038111e-09	0.00025729874125	1.55079903388e-08	4	75605000	76027500	10307.764064
11	121520000	121530000	11	122370000	122380000	255,255,0	105	39.2511	31.8165	36.6003	42.3961	9.8554130926e-09	3.32388447365e-14	6.56086992247e-14	1.55079903388e-08	3	121531666	122371666	7453.559925
10	27730000	27740000	10	27940000	27950000	255,255,0	105	37.614	38.8163	47.2385	44.5165	3.35059704607e-14	3.32388447365e-14	1.51525322732e-08	1.55079903388e-08	2	27735000	27940000	5000.0
9	5070000	5080000	9	5440000	5450000	255,255,0	105	54.6789	44.5558	49.6385	43.9603	0.000183845404538	8.95768038111e-09	0.00025729874125	1.55079903388e-08	3	5075000	5435000	10000.0
9	133580000	133590000	9	133920000	133930000	255,255,0	105	50.7327	45.3252	51.9966	47.7521	0.000183845404538	8.95768038111e-09	0.00025729874125	1.55079903388e-08	3	133581666	133921666	7453.559925
8	80600000	80610000	8	81140000	81150000	255,255,0	105	39.8338	40.7012	47.2186	48.972	9.8554130926e-09	8.95768038111e-09	1.51525322732e-08	0.000262046245187	5	80595000	81147000	12806.2484749
8	81520000	81530000	8	81890000	81900000	255,255,0	105	45.518	36.9869	43.758	43.5267	9.8554130926e-09	3.32388447365e-14	1.51525322732e-08	1.55079903388e-08	4	81525000	81897500	10307.764064
8	95000000	95010000	8	95280000	95290000	255,255,0	105	53.66	52.0284	58.8875	53.3378	0.000183845404538	0.000185186270526	0.00025729874125	0.000262046245187	2	95005000	95280000	5000.0
8	123680000	123690000	8	124030000	124040000	255,255,0	105	48.6317	44.8424	60.0871	46.0893	9.8554130926e-09	8.95768038111e-09	0.00025729874125	1.55079903388e-08	1	123685000	124035000	0
7	5010000	5020000	7	5120000	5130000	255,255,0	105	51.3174	51.8577	59.5348	58.5983	0.000183845404538	0.000185186270526	0.00025729874125	0.000262046245187	2	5015000	5130000	5000.0
7	17340000	17350000	7	17570000	17580000	255,255,0	105	58.7428	46.9857	54.0196	53.938	0.000183845404538	8.95768038111e-09	0.00025729874125	0.000262046245187	2	17345000	17570000	5000.0
7	45950000	45960000	7	46390000	46400000	255,255,0	105	32.4971	28.4241	31.1851	36.1241	3.35059704607e-14	1.31713227893e-20	6.56086992247e-14	6.01106785459e-14	7	45962142	46393571	15452.3626091
7	106580000	106590000	7	106780000	106790000	255,255,0	105	43.5721	41.6855	42.6037	52.2178	9.8554130926e-09	8.95768038111e-09	1.51525322732e-08	0.000262046245187	3	106588333	106788333	7453.559925
6	106780000	106790000	6	107010000	107020000	255,255,0	105	40.8486	43.1532	58.4107	48.5324	9.8554130926e-09	8.95768038111e-09	0.00025729874125	1.55079903388e-08	3	106785000	107011666	12018.5042515
6	108570000	108580000	6	108810000	108820000	255,255,0	105	41.8807	48.4526	50.4386	60.4393	9.8554130926e-09	8.95768038111e-09	0.00025729874125	0.000262046245187	1	108575000	108815000	0
6	150400000	150410000	6	150710000	150720000	255,255,0	105	43.8997	42.607	57.8485	46.571	9.8554130926e-09	8.95768038111e-09	0.00025729874125	1.55079903388e-08	2	150400000	150720000	7071.06781187
5	36410000	36420000	5	36690000	36700000	255,255,0	105	38.3806	33.6969	37.3296	38.9264	3.35059704607e-14	3.32388447365e-14	6.56086992247e-14	1.55079903388e-08	2	36415000	36690000	5000.0
5	58180000	58190000	5	58300000	58310000	255,255,0	105	38.8366	36.7572	42.33	40.7701	3.35059704607e-14	3.32388447365e-14	1.51525322732e-08	1.55079903388e-08	1	58185000	58305000	0
5	94890000	94900000	5	95180000	95190000	255,255,0	105	55.0168	45.6455	46.1639	57.1454	0.000183845404538	8.95768038111e-09	1.51525322732e-08	0.000262046245187	1	94895000	95185000	0
5	118800000	118810000	5	119080000	119090000	255,255,0	105	45.1344	34.7786	35.6081	46.8073	9.8554130926e-09	3.32388447365e-14	6.56086992247e-14	1.55079903388e-08	1	118805000	119085000	0
4	4490000	4500000	4	4760000	4770000	255,255,0	105	40.1568	46.172	52.5114	55.1619	9.8554130926e-09	8.95768038111e-09	0.00025729874125	0.000262046245187	1	4495000	4765000	0
4	108670000	108680000	4	108830000	108840000	255,255,0	105	35.7029	30.9447	35.9118	36.8624	3.35059704607e-14	3.32388447365e-14	6.56086992247e-14	6.01106785459e-14	4	108682500	108837500	12747.548784
3	124640000	124650000	3	124920000	124930000	255,255,0	105	58.2987	51.7049	60.3307	54.7194	0.000183845404538	0.000185186270526	0.00025729874125	0.000262046245187	1	124645000	124925000	0
1	113260000	113270000	1	113580000	113590000	255,255,0	105	36.6155	35.4405	45.3073	42.3828	3.35059704607e-14	3.32388447365e-14	1.51525322732e-08	1.55079903388e-08	3	113261666	113588333	7453.559925
1	176520000	176530000	1	176850000	176860000	255,255,0	105	43.4891	37.5493	47.3773	41.8759	9.8554130926e-09	3.32388447365e-14	1.51525322732e-08	1.55079903388e-08	3	176528333	176851666	7453.55992499
1	235670000	235680000	1	236130000	236140000	255,255,0	105	35.7322	36.0216	49.8379	42.2527	3.35059704607e-14	3.32388447365e-14	0.00025729874125	1.55079903388e-08	2	235675000	236140000	5000.0
21	40890000	40900000	21	41080000	41090000	255,255,0	104	39.0351	36.5185	42.9544	40.5145	1.93262478415e-08	8.27550912152e-14	2.95835320105e-08	3.05943315706e-08	4	40892500	41085000	10307.764064
18	11730000	11740000	18	12030000	12040000	255,255,0	104	50.134	47.7917	57.728	51.88	0.000287921079115	1.77078496901e-08	0.000399678879249	0.000410236982389	1	11735000	12035000	0
18	21200000	21210000	18	21690000	21700000	255,255,0	104	39.1135	42.6315	46.4728	52.7188	1.93262478415e-08	1.77078496901e-08	2.95835320105e-08	0.000410236982389	2	21205000	21700000	5000.0
18	39700000	39710000	18	39850000	39860000	255,255,0	104	51.1203	49.5487	57.3926	60.013	0.000287921079115	0.000293041672761	0.000399678879249	0.000410236982389	3	39698333	39865000	12018.5042515
16	9350000	9360000	16	10270000	10280000	255,255,0	104	35.7869	33.2962	36.5586	41.564	8.38715789158e-14	8.27550912152e-14	1.62771484278e-13	3.05943315706e-08	1	9355000	10275000	0
16	9740000	9750000	16	10270000	10280000	255,255,0	104	43.1504	39.1154	40.2227	45.9845	1.93262478415e-08	1.77078496901e-08	2.95835320105e-08	3.05943315706e-08	1	9745000	10275000	0
16	53090000	53100000	16	53530000	53540000	255,255,0	104	54.2324	51.7272	60.4027	55.8502	0.000287921079115	0.000293041672761	0.000399678879249	0.000410236982389	3	53095000	53545000	10000.0
15	86390000	86400000	15	88790000	88800000	255,255,0	104	29.1356	24.8634	29.7505	30.7861	3.61411692246e-20	4.19479172852e-20	6.01486865668e-20	6.10742924119e-20	5	86399000	88793000	12649.1106407
15	92400000	92410000	15	92610000	92620000	255,255,0	104	49.8949	46.7817	48.278	54.6734	0.000287921079115	1.77078496901e-08	2.95835320105e-08	0.000410236982389	3	92398333	92618333	7453.559925
12	47420000	47430000	12	47700000	47710000	255,255,0	104	47.5655	43.7616	44.7329	51.1255	1.93262478415e-08	1.77078496901e-08	2.95835320105e-08	0.000410236982389	1	47425000	47705000	0
12	55580000	55590000	12	56010000	56020000	255,255,0	104	28.337	24.8529	33.8177	27.5735	3.61411692246e-20	4.19479172852e-20	1.62771484278e-13	6.10742924119e-20	7	55585000	56012142	12857.1428571
12	99090000	99100000	12	99390000	99400000	255,255,0	104	40.9328	33.709	35.0535	45.636	1.93262478415e-08	8.27550912152e-14	1.62771484278e-13	3.05943315706e-08	3	99101666	99391666	13743.6854187
12	106780000	106790000	12	107230000	107240000	255,255,0	104	35.7273	44.5396	56.8373	48.4556	8.38715789158e-14	1.77078496901e-08	0.000399678879249	3.05943315706e-08	1	106785000	107235000	0
12	110890000	110900000	12	111260000	111270000	255,255,0	104	49.6626	48.8322	52.4404	57.3698	0.000287921079115	1.77078496901e-08	0.000399678879249	0.000410236982389	1	110895000	111265000	0
11	26000000	26010000	11	26150000	26160000	255,255,0	104	35.0501	33.1971	37.1983	38.6944	8.38715789158e-14	8.27550912152e-14	1.62771484278e-13	1.47418595471e-13	2	26005000	26160000	5000.0
11	62790000	62800000	11	62980000	62990000	255,255,0	104	50.164	49.2202	45.4468	55.6872	0.000287921079115	0.000293041672761	2.95835320105e-08	0.000410236982389	3	62801666	62981666	7453.559925
11	109730000	109740000	11	110240000	110250000	255,255,0	104	35.9512	50.3375	59.8529	54.7357	8.38715789158e-14	0.000293041672761	0.000399678879249	0.000410236982389	1	109735000	110245000	0
11	130930000	130940000	11	131080000	131090000	255,255,0	104	48.2834	47.7845	52.6912	54.6275	1.93262478415e-08	1.77078496901e-08	0.000399678879249	0.000410236982389	1	130935000	131085000	0
11	131730000	131740000	11	131990000	132000000	255,255,0	104	37.0993	40.4593	51.9136	45.3135	8.38715789158e-14	1.77078496901e-08	0.000399678879249	3.05943315706e-08	1	131735000	131995000	0
10	89620000	89630000	10	90030000	90040000	255,255,0	104	40.7135	52.0089	60.2515	52.0065	1.93262478415e-08	0.000293041672761	0.000399678879249	0.000410236982389	2	89625000	90030000	5000.0
10	104670000	104680000	10	105090000	105100000	255,255,0	104	53.1285	51.8952	58.1273	53.8978	0.000287921079115	0.000293041672761	0.000399678879249	0.000410236982389	1	104675000	105095000	0
9	32380000	32390000	9	32970000	32980000	255,255,0	104	32.0243	31.0488	39.2017	38.7059	8.38715789158e-14	8.27550912152e-14	2.95835320105e-08	1.47418595471e-13	6	32380000	32970000	15811.3883008
7	20020000	20030000	7	20340000	20350000	255,255,0	104	44.505	49.7997	57.5883	57.1531	1.93262478415e-08	0.000293041672761	0.000399678879249	0.000410236982389	3	20028333	20351666	7453.559925
7	117090000	117100000	7	117350000	117360000	255,255,0	104	41.0731	38.9794	43.4563	47.0423	1.93262478415e-08	1.77078496901e-08	2.95835320105e-08	3.05943315706e-08	1	117095000	117355000	0
